BLACK SEA TURBOT Total,2017,COMBSEX,PLUSGROUP,NAT. MORTALITY
1 5                                          
1950 2018
1 10
1
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.126	0.114	0.11	0.108	0.107	0.106	0.106	0.105	0.105	0.105
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13
0.166	0.146	0.139	0.136	0.134	0.133	0.132	0.131	0.13	0.13





