BLACK SEA  TURBOT   Total,COMBSEX,TUNING DATA (nos/biom at age)											
110											
RO Trawl Survey											
2003	2016										
1	10.23617838	6.484355528	3.675793259	0.791654655	0.741483856	0.714171222	0.196952536	0.011809983	0.00014116	3.19373E-07	1.323E-10
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	0.228203237	15.35583093	8.847052798	2.247080805	1.534040233	0.584911611	0.067724371	0.001706077	8.58634E-06	8.10835E-09	1.38268E-12
1	0.00025588	0.018248468	0.273313248	0.975889034	0.993389139	0.332722185	0.034134989	0.00085391	4.36767E-06	4.18005E-09	7.18332E-13
TR Trawl survey (west)											
2011	2016										
1	1	0.5	0.5								
0	10										
1	19.74595291	25.48839113	3.901748923	1.158690371	0.873918262	0.165853211	0.008853364	0.000102255	2.33588E-07	9.9301E-11	7.47698E-15
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	17.83413121	19.33625614	4.155857382	0	0	0	0	0	0	0	0
1	36.81774026	54.506601	6.811794605	0.735840454	0.208056805	0.011765585	0.000192098	5.86067E-07	3.22999E-10	3.15482E-14	0
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	40.66662929	46.85650321	7.215550359	2.119954166	1.058656303	0.146138199	0.508120763	1.007684878	0.434288896	0.039238267	0.000702294
BG Spring Trawl survey - Abun 										
2006	2012									
1	1	0.4	0.4							
1	10									
1	13.31804243	13.02208593	5.91912997	4.143390979	1.479782492	1.183825994	0.295956498	0.591912997	0	0
1	0	6.707235503	35.08400109	38.17964825	27.34488321	8.771000274	1.547823578	1.031882385	0	0
1	0.598429168	20.64580629	14.36230003	26.0316688	32.61438965	19.44894795	2.393716671	0.598429168	0.299214584	0
1	0	3.474777811	16.42622238	12.31966679	16.74211127	11.05611122	4.738333379	0.947666676	0.315888892	0
1	0	0.578144804	1.156289609	4.04701363	8.383099663	6.359592847	3.179796424	0.578144804	0	0
1	0	1.325871182	3.977613546	3.535656485	2.651742364	3.093699425	2.209785303	0.441957061	0	0
1	0	1.187548916	2.375097832	3.16679711	1.583398555	1.187548916	0.791699277	0	0	0										
BG Spring Trawl survey2 - Abun 										
2016	2018									
1	1	0.4	0.4							
1	8									
1	0.40862819	9.806473745	17.16135058	5.311822004	5.720450195	0.40862819	0.40862819	0.40862819		
1	0.797469545	3.588619936	3.189878182	7.974695454	10.36710535	5.582287294	1.19620627	0.398734773		
1	0.822588256	7.403294303	4.524235407	1.645176512	4.935529535	3.701647151	2.467764768	0.411294128												
BG Autumn Trawl survey - Abun									
2006	2012								
1	1	0.7	0.7						
1	9								
1	13.318	13.022	5.919	4.143	1.48	1.184	0.296	0.592	0
1	0	6.707	35.084	38.18	27.345	8.771	1.548	1.032	0
1	0.598	20.646	14.362	26.032	32.614	19.449	2.394	0.598	0.299
1	0	3.475	16.426	12.32	16.742	11.056	4.738	0.948	0.316
1	0	0.578	1.156	4.047	8.383	6.36	3.18	0.578	0
1	0	1.326	3.978	3.536	2.652	3.094	2.21	0.442	0
1	0	1.188	2.375	3.167	1.583	1.188	0.792	0	0									
BG Autumn Trawl survey2 - Abun									
2014	2018								
1	1	0.7	0.7						
1	9								
1	0.722626978	11.56179369	9.032688505	7.226091314	3.251732168	0.722626978	0.361283744	0               0	
1	0.341443377	7.853737067	14.00018982	8.536691245	7.170850313	2.390305913	0.682954179	0	        0.341443377
1	0.415994736	9.984541398	5.408302531	9.152551925	7.488424596	2.91218573	2.496116801	0.415994736	0
1	0.356259614	3.206336527	3.918855755	2.137557685	3.206336527	3.918855755	2.137557685	1.425038457	1.781298071
1	3.18651256	2.2760804	2.2760804	3.18651256	10.01475376	7.283457279	4.5521608	0.91043216	0.45521608
