"year","scenario","variable","iter","value"
1986,"F.sqEMERGENCY4","catch","1",79547.10662
1987,"F.sqEMERGENCY4","catch","1",73428.22243
1988,"F.sqEMERGENCY4","catch","1",68191.01985
1989,"F.sqEMERGENCY4","catch","1",71097.69552
1990,"F.sqEMERGENCY4","catch","1",61881.51723
1991,"F.sqEMERGENCY4","catch","1",54138.19362
1992,"F.sqEMERGENCY4","catch","1",40049.74245
1993,"F.sqEMERGENCY4","catch","1",45885.19472
1994,"F.sqEMERGENCY4","catch","1",39142.88424
1995,"F.sqEMERGENCY4","catch","1",41128.88723
1996,"F.sqEMERGENCY4","catch","1",44309.77398
1997,"F.sqEMERGENCY4","catch","1",38522.33936
1998,"F.sqEMERGENCY4","catch","1",36138.84419
1999,"F.sqEMERGENCY4","catch","1",27949.14912
2000,"F.sqEMERGENCY4","catch","1",26107.09943
2001,"F.sqEMERGENCY4","catch","1",24138.39253
2002,"F.sqEMERGENCY4","catch","1",24100.78598
2003,"F.sqEMERGENCY4","catch","1",21620.4976
2004,"F.sqEMERGENCY4","catch","1",26929.89563
2005,"F.sqEMERGENCY4","catch","1",20906.72463
2006,"F.sqEMERGENCY4","catch","1",20475.45238
2007,"F.sqEMERGENCY4","catch","1",21984.36186
2008,"F.sqEMERGENCY4","catch","1",27583.67457
2009,"F.sqEMERGENCY4","catch","1",34163.69678
2010,"F.sqEMERGENCY4","catch","1",34213.8274
2011,"F.sqEMERGENCY4","catch","1",54816.06731
2012,"F.sqEMERGENCY4","catch","1",58732.69835
2013,"F.sqEMERGENCY4","catch","1",71643.24716
2014,"F.sqEMERGENCY4","catch","1",82538.66228
2015,"F.sqEMERGENCY4","catch","1",78012.42535
2016,"F.sqEMERGENCY4","catch","1",79405.17798
2017,"F.sqEMERGENCY4","catch","1",82538.66228
2018,"F.sqEMERGENCY4","catch","1",76754.457068209
2019,"F.sqEMERGENCY4","catch","1",82919.2586184031
2020,"F.sqEMERGENCY4","catch","1",79916.1675401889
2021,"F.sqEMERGENCY4","catch","1",82045.995046664
2022,"F.sqEMERGENCY4","catch","1",86154.8488366152
2023,"F.sqEMERGENCY4","catch","1",92270.2851202549
2024,"F.sqEMERGENCY4","catch","1",98884.0608085685
2025,"F.sqEMERGENCY4","catch","1",105471.408932633
2026,"F.sqEMERGENCY4","catch","1",118006.685207393
2027,"F.sqEMERGENCY4","catch","1",115061.570161449
2028,"F.sqEMERGENCY4","catch","1",97001.8540109672
2029,"F.sqEMERGENCY4","catch","1",90610.8016723956
2030,"F.sqEMERGENCY4","catch","1",77129.5109075841
2031,"F.sqEMERGENCY4","catch","1",74055.8775423316
2032,"F.sqEMERGENCY4","catch","1",50048.2521036731
2033,"F.sqEMERGENCY4","catch","1",33012.5386396981
2034,"F.sqEMERGENCY4","catch","1",21661.0149882057
2035,"F.sqEMERGENCY4","catch","1",9828.57676167102
1975,"F.sqEMERGENCY4","fbar","1",0.089066749692643
1976,"F.sqEMERGENCY4","fbar","1",0.11247533597444
1977,"F.sqEMERGENCY4","fbar","1",0.125970218638729
1978,"F.sqEMERGENCY4","fbar","1",0.110208989179189
1979,"F.sqEMERGENCY4","fbar","1",0.0991079806199135
1980,"F.sqEMERGENCY4","fbar","1",0.116021574889724
1981,"F.sqEMERGENCY4","fbar","1",0.219142575450221
1982,"F.sqEMERGENCY4","fbar","1",0.202425996756105
1983,"F.sqEMERGENCY4","fbar","1",0.194917589634262
1984,"F.sqEMERGENCY4","fbar","1",0.20532105221692
1985,"F.sqEMERGENCY4","fbar","1",0.178654776108418
1986,"F.sqEMERGENCY4","fbar","1",0.211158007294972
1987,"F.sqEMERGENCY4","fbar","1",0.248517058157315
1988,"F.sqEMERGENCY4","fbar","1",0.26925042228766
1989,"F.sqEMERGENCY4","fbar","1",0.296541817029513
1990,"F.sqEMERGENCY4","fbar","1",0.246062681769274
1991,"F.sqEMERGENCY4","fbar","1",0.210937970802337
1992,"F.sqEMERGENCY4","fbar","1",0.150182140200628
1993,"F.sqEMERGENCY4","fbar","1",0.169210048856101
1994,"F.sqEMERGENCY4","fbar","1",0.148531700341622
1995,"F.sqEMERGENCY4","fbar","1",0.167622141408606
1996,"F.sqEMERGENCY4","fbar","1",0.229781355111393
1997,"F.sqEMERGENCY4","fbar","1",0.240396621191756
1998,"F.sqEMERGENCY4","fbar","1",0.28843964536043
1999,"F.sqEMERGENCY4","fbar","1",0.308538776089787
2000,"F.sqEMERGENCY4","fbar","1",0.40799801298956
2001,"F.sqEMERGENCY4","fbar","1",0.440369174945314
2002,"F.sqEMERGENCY4","fbar","1",0.44460335525547
2003,"F.sqEMERGENCY4","fbar","1",0.388173829405074
2004,"F.sqEMERGENCY4","fbar","1",0.406829620504929
2005,"F.sqEMERGENCY4","fbar","1",0.351361139476734
2006,"F.sqEMERGENCY4","fbar","1",0.338067739334404
2007,"F.sqEMERGENCY4","fbar","1",0.333980211037222
2008,"F.sqEMERGENCY4","fbar","1",0.362678833231753
2009,"F.sqEMERGENCY4","fbar","1",0.571564351554288
2010,"F.sqEMERGENCY4","fbar","1",0.506775293287497
2011,"F.sqEMERGENCY4","fbar","1",0.907552882954893
2012,"F.sqEMERGENCY4","fbar","1",1.0108916004385
2013,"F.sqEMERGENCY4","fbar","1",1.17261765160721
2014,"F.sqEMERGENCY4","fbar","1",1.6916523680244
2015,"F.sqEMERGENCY4","fbar","1",1.42753062841099
2016,"F.sqEMERGENCY4","fbar","1",1.37907351080522
2017,"F.sqEMERGENCY4","fbar","1",1.79616650804712
2018,"F.sqEMERGENCY4","fbar","1",1.52099956392527
2019,"F.sqEMERGENCY4","fbar","1",1.4985681626653
2020,"F.sqEMERGENCY4","fbar","1",1.25757859217499
2021,"F.sqEMERGENCY4","fbar","1",1.15488415456215
2022,"F.sqEMERGENCY4","fbar","1",1.10266060430617
2023,"F.sqEMERGENCY4","fbar","1",1.15365138437675
2024,"F.sqEMERGENCY4","fbar","1",1.32654014541774
2025,"F.sqEMERGENCY4","fbar","1",1.68227338933015
2026,"F.sqEMERGENCY4","fbar","1",2.15713883430002
2027,"F.sqEMERGENCY4","fbar","1",2.81809455593334
2028,"F.sqEMERGENCY4","fbar","1",3.27399334974261
2029,"F.sqEMERGENCY4","fbar","1",3.75333592728055
2030,"F.sqEMERGENCY4","fbar","1",3.87466847331449
2031,"F.sqEMERGENCY4","fbar","1",4.95216175679491
2032,"F.sqEMERGENCY4","fbar","1",6.33346752731995
2033,"F.sqEMERGENCY4","fbar","1",9.83763285026037
2034,"F.sqEMERGENCY4","fbar","1",10
2035,"F.sqEMERGENCY4","fbar","1",10
1975,"F.sqEMERGENCY8","ssb","1",551906.214637453
1976,"F.sqEMERGENCY8","ssb","1",594705.773817566
1977,"F.sqEMERGENCY8","ssb","1",615601.482745018
1978,"F.sqEMERGENCY8","ssb","1",568344.502742609
1979,"F.sqEMERGENCY8","ssb","1",577306.977943525
1980,"F.sqEMERGENCY8","ssb","1",614257.347045892
1981,"F.sqEMERGENCY8","ssb","1",722081.993900675
1982,"F.sqEMERGENCY8","ssb","1",710375.141487498
1983,"F.sqEMERGENCY8","ssb","1",697935.827563259
1984,"F.sqEMERGENCY8","ssb","1",684056.311560085
1985,"F.sqEMERGENCY8","ssb","1",577765.324066635
1986,"F.sqEMERGENCY8","ssb","1",517361.612339101
1987,"F.sqEMERGENCY8","ssb","1",465221.771129598
1988,"F.sqEMERGENCY8","ssb","1",468655.265326118
1989,"F.sqEMERGENCY8","ssb","1",479848.68889487
1990,"F.sqEMERGENCY8","ssb","1",463726.52945863
1991,"F.sqEMERGENCY8","ssb","1",433098.041869577
1992,"F.sqEMERGENCY8","ssb","1",400370.467991804
1993,"F.sqEMERGENCY8","ssb","1",405767.63959625
1994,"F.sqEMERGENCY8","ssb","1",364120.799531209
1995,"F.sqEMERGENCY8","ssb","1",313245.212874014
1996,"F.sqEMERGENCY8","ssb","1",276646.552396922
1997,"F.sqEMERGENCY8","ssb","1",244492.681502032
1998,"F.sqEMERGENCY8","ssb","1",189732.070854806
1999,"F.sqEMERGENCY8","ssb","1",169476.917645364
2000,"F.sqEMERGENCY8","ssb","1",132945.636080592
2001,"F.sqEMERGENCY8","ssb","1",124708.773241012
2002,"F.sqEMERGENCY8","ssb","1",132638.981716547
2003,"F.sqEMERGENCY8","ssb","1",137002.365105635
2004,"F.sqEMERGENCY8","ssb","1",144435.262500118
2005,"F.sqEMERGENCY8","ssb","1",130041.488930992
2006,"F.sqEMERGENCY8","ssb","1",138925.110708414
2007,"F.sqEMERGENCY8","ssb","1",140018.260463428
2008,"F.sqEMERGENCY8","ssb","1",153557.631156927
2009,"F.sqEMERGENCY8","ssb","1",149803.896843249
2010,"F.sqEMERGENCY8","ssb","1",149332.34291046
2011,"F.sqEMERGENCY8","ssb","1",160079.270981157
2012,"F.sqEMERGENCY8","ssb","1",162040.410929903
2013,"F.sqEMERGENCY8","ssb","1",182174.648149831
2014,"F.sqEMERGENCY8","ssb","1",199817.747854395
2015,"F.sqEMERGENCY8","ssb","1",173379.688708811
2016,"F.sqEMERGENCY8","ssb","1",163354.807719713
2017,"F.sqEMERGENCY8","ssb","1",175360.156252189
2018,"F.sqEMERGENCY8","ssb","1",187267.275627926
2019,"F.sqEMERGENCY8","ssb","1",204339.058661889
2020,"F.sqEMERGENCY8","ssb","1",218121.525652034
2021,"F.sqEMERGENCY8","ssb","1",236875.542573252
2022,"F.sqEMERGENCY8","ssb","1",249391.847345371
2023,"F.sqEMERGENCY8","ssb","1",278828.158978113
2024,"F.sqEMERGENCY8","ssb","1",304339.980116619
2025,"F.sqEMERGENCY8","ssb","1",299316.597507087
2026,"F.sqEMERGENCY8","ssb","1",275275.302034858
2027,"F.sqEMERGENCY8","ssb","1",256377.422928498
2028,"F.sqEMERGENCY8","ssb","1",227412.184709288
2029,"F.sqEMERGENCY8","ssb","1",197529.596785088
2030,"F.sqEMERGENCY8","ssb","1",163591.1230315
2031,"F.sqEMERGENCY8","ssb","1",120336.818534883
2032,"F.sqEMERGENCY8","ssb","1",87419.3749608417
2033,"F.sqEMERGENCY8","ssb","1",57885.7031744218
2034,"F.sqEMERGENCY8","ssb","1",30936.8199586235
2035,"F.sqEMERGENCY8","ssb","1",14744.5003882355
1975,"F.sqEMERGENCY8","catch","1",33887.17076
1976,"F.sqEMERGENCY8","catch","1",46985.34951
1977,"F.sqEMERGENCY8","catch","1",54576.48329
1978,"F.sqEMERGENCY8","catch","1",44820.34257
1979,"F.sqEMERGENCY8","catch","1",41362.20957
1980,"F.sqEMERGENCY8","catch","1",48593.03983
1981,"F.sqEMERGENCY8","catch","1",93559.14384
1982,"F.sqEMERGENCY8","catch","1",84687.75543
1983,"F.sqEMERGENCY8","catch","1",83926.9287
1984,"F.sqEMERGENCY8","catch","1",92723.70925
1985,"F.sqEMERGENCY8","catch","1",75520.79521
1986,"F.sqEMERGENCY8","catch","1",79547.10662
1987,"F.sqEMERGENCY8","catch","1",73428.22243
1988,"F.sqEMERGENCY8","catch","1",68191.01985
1989,"F.sqEMERGENCY8","catch","1",71097.69552
1990,"F.sqEMERGENCY8","catch","1",61881.51723
1991,"F.sqEMERGENCY8","catch","1",54138.19362
1992,"F.sqEMERGENCY8","catch","1",40049.74245
1993,"F.sqEMERGENCY8","catch","1",45885.19472
1994,"F.sqEMERGENCY8","catch","1",39142.88424
1995,"F.sqEMERGENCY8","catch","1",41128.88723
1996,"F.sqEMERGENCY8","catch","1",44309.77398
1997,"F.sqEMERGENCY8","catch","1",38522.33936
1998,"F.sqEMERGENCY8","catch","1",36138.84419
1999,"F.sqEMERGENCY8","catch","1",27949.14912
2000,"F.sqEMERGENCY8","catch","1",26107.09943
2001,"F.sqEMERGENCY8","catch","1",24138.39253
2002,"F.sqEMERGENCY8","catch","1",24100.78598
2003,"F.sqEMERGENCY8","catch","1",21620.4976
2004,"F.sqEMERGENCY8","catch","1",26929.89563
2005,"F.sqEMERGENCY8","catch","1",20906.72463
2006,"F.sqEMERGENCY8","catch","1",20475.45238
2007,"F.sqEMERGENCY8","catch","1",21984.36186
2008,"F.sqEMERGENCY8","catch","1",27583.67457
2009,"F.sqEMERGENCY8","catch","1",34163.69678
2010,"F.sqEMERGENCY8","catch","1",34213.8274
2011,"F.sqEMERGENCY8","catch","1",54816.06731
2012,"F.sqEMERGENCY8","catch","1",58732.69835
2013,"F.sqEMERGENCY8","catch","1",71643.24716
2014,"F.sqEMERGENCY8","catch","1",82538.66228
2015,"F.sqEMERGENCY8","catch","1",78012.42535
2016,"F.sqEMERGENCY8","catch","1",79405.17798
2017,"F.sqEMERGENCY8","catch","1",82538.66228
2018,"F.sqEMERGENCY8","catch","1",74525.3205040099
2019,"F.sqEMERGENCY8","catch","1",80499.3375686513
2020,"F.sqEMERGENCY8","catch","1",77457.6564694646
2021,"F.sqEMERGENCY8","catch","1",80607.5101755108
2022,"F.sqEMERGENCY8","catch","1",85257.706496185
2023,"F.sqEMERGENCY8","catch","1",92751.0283905338
2024,"F.sqEMERGENCY8","catch","1",100338.405373451
2025,"F.sqEMERGENCY8","catch","1",108055.95347092
2026,"F.sqEMERGENCY8","catch","1",123275.539968734
2027,"F.sqEMERGENCY8","catch","1",122209.491454376
2028,"F.sqEMERGENCY8","catch","1",102860.216781966
2029,"F.sqEMERGENCY8","catch","1",94990.9339046849
2030,"F.sqEMERGENCY8","catch","1",85083.0445454889
2031,"F.sqEMERGENCY8","catch","1",76724.2287357084
2032,"F.sqEMERGENCY8","catch","1",59782.2004542506
2033,"F.sqEMERGENCY8","catch","1",41071.8125528548
2034,"F.sqEMERGENCY8","catch","1",29212.1898930995
2035,"F.sqEMERGENCY8","catch","1",13580.1552169003
1975,"F.sqEMERGENCY8","fbar","1",0.089066749692643
1976,"F.sqEMERGENCY8","fbar","1",0.11247533597444
1977,"F.sqEMERGENCY8","fbar","1",0.125970218638729
1978,"F.sqEMERGENCY8","fbar","1",0.110208989179189
1979,"F.sqEMERGENCY8","fbar","1",0.0991079806199135
1980,"F.sqEMERGENCY8","fbar","1",0.116021574889724
1981,"F.sqEMERGENCY8","fbar","1",0.219142575450221
1982,"F.sqEMERGENCY8","fbar","1",0.202425996756105
1983,"F.sqEMERGENCY8","fbar","1",0.194917589634262
1984,"F.sqEMERGENCY8","fbar","1",0.20532105221692
1985,"F.sqEMERGENCY8","fbar","1",0.178654776108418
1986,"F.sqEMERGENCY8","fbar","1",0.211158007294972
1987,"F.sqEMERGENCY8","fbar","1",0.248517058157315
1988,"F.sqEMERGENCY8","fbar","1",0.26925042228766
1989,"F.sqEMERGENCY8","fbar","1",0.296541817029513
1990,"F.sqEMERGENCY8","fbar","1",0.246062681769274
1991,"F.sqEMERGENCY8","fbar","1",0.210937970802337
1992,"F.sqEMERGENCY8","fbar","1",0.150182140200628
1993,"F.sqEMERGENCY8","fbar","1",0.169210048856101
1994,"F.sqEMERGENCY8","fbar","1",0.148531700341622
1995,"F.sqEMERGENCY8","fbar","1",0.167622141408606
1996,"F.sqEMERGENCY8","fbar","1",0.229781355111393
1997,"F.sqEMERGENCY8","fbar","1",0.240396621191756
1998,"F.sqEMERGENCY8","fbar","1",0.28843964536043
1999,"F.sqEMERGENCY8","fbar","1",0.308538776089787
2000,"F.sqEMERGENCY8","fbar","1",0.40799801298956
2001,"F.sqEMERGENCY8","fbar","1",0.440369174945314
2002,"F.sqEMERGENCY8","fbar","1",0.44460335525547
2003,"F.sqEMERGENCY8","fbar","1",0.388173829405074
2004,"F.sqEMERGENCY8","fbar","1",0.406829620504929
2005,"F.sqEMERGENCY8","fbar","1",0.351361139476734
2006,"F.sqEMERGENCY8","fbar","1",0.338067739334404
2007,"F.sqEMERGENCY8","fbar","1",0.333980211037222
2008,"F.sqEMERGENCY8","fbar","1",0.362678833231753
2009,"F.sqEMERGENCY8","fbar","1",0.571564351554288
2010,"F.sqEMERGENCY8","fbar","1",0.506775293287497
2011,"F.sqEMERGENCY8","fbar","1",0.907552882954893
2012,"F.sqEMERGENCY8","fbar","1",1.0108916004385
2013,"F.sqEMERGENCY8","fbar","1",1.17261765160721
2014,"F.sqEMERGENCY8","fbar","1",1.6916523680244
2015,"F.sqEMERGENCY8","fbar","1",1.42753062841099
2016,"F.sqEMERGENCY8","fbar","1",1.37907351080522
2017,"F.sqEMERGENCY8","fbar","1",1.79616650804712
2018,"F.sqEMERGENCY8","fbar","1",1.45914287751408
2019,"F.sqEMERGENCY8","fbar","1",1.40744280101737
2020,"F.sqEMERGENCY8","fbar","1",1.16354096321647
2021,"F.sqEMERGENCY8","fbar","1",1.06288035500185
2022,"F.sqEMERGENCY8","fbar","1",1.01617084024912
2023,"F.sqEMERGENCY8","fbar","1",1.06461771451141
2024,"F.sqEMERGENCY8","fbar","1",1.25019363397372
2025,"F.sqEMERGENCY8","fbar","1",1.56256315712434
2026,"F.sqEMERGENCY8","fbar","1",2.02432175573065
2027,"F.sqEMERGENCY8","fbar","1",2.6571602016964
2028,"F.sqEMERGENCY8","fbar","1",3.09997051963748
2029,"F.sqEMERGENCY8","fbar","1",3.28640126646509
2030,"F.sqEMERGENCY8","fbar","1",3.52290756568675
2031,"F.sqEMERGENCY8","fbar","1",4.12636979990185
2032,"F.sqEMERGENCY8","fbar","1",4.9303955379249
2033,"F.sqEMERGENCY8","fbar","1",7.74421651487498
2034,"F.sqEMERGENCY8","fbar","1",10
2035,"F.sqEMERGENCY8","fbar","1",10
1975,"Fmsy2020","ssb","1",551906.214637453
1976,"Fmsy2020","ssb","1",594705.773817566
1977,"Fmsy2020","ssb","1",615601.482745018
1978,"Fmsy2020","ssb","1",568344.502742609
1979,"Fmsy2020","ssb","1",577306.977943525
1980,"Fmsy2020","ssb","1",614257.347045892
1981,"Fmsy2020","ssb","1",722081.993900675
1982,"Fmsy2020","ssb","1",710375.141487498
1983,"Fmsy2020","ssb","1",697935.827563259
1984,"Fmsy2020","ssb","1",684056.311560085
1985,"Fmsy2020","ssb","1",577765.324066635
1986,"Fmsy2020","ssb","1",517361.612339101
1987,"Fmsy2020","ssb","1",465221.771129598
1988,"Fmsy2020","ssb","1",468655.265326118
1989,"Fmsy2020","ssb","1",479848.68889487
1990,"Fmsy2020","ssb","1",463726.52945863
1991,"Fmsy2020","ssb","1",433098.041869577
1992,"Fmsy2020","ssb","1",400370.467991804
1993,"Fmsy2020","ssb","1",405767.63959625
1994,"Fmsy2020","ssb","1",364120.799531209
1995,"Fmsy2020","ssb","1",313245.212874014
1996,"Fmsy2020","ssb","1",276646.552396922
1997,"Fmsy2020","ssb","1",244492.681502032
1998,"Fmsy2020","ssb","1",189732.070854806
1999,"Fmsy2020","ssb","1",169476.917645364
2000,"Fmsy2020","ssb","1",132945.636080592
2001,"Fmsy2020","ssb","1",124708.773241012
2002,"Fmsy2020","ssb","1",132638.981716547
2003,"Fmsy2020","ssb","1",137002.365105635
2004,"Fmsy2020","ssb","1",144435.262500118
2005,"Fmsy2020","ssb","1",130041.488930992
2006,"Fmsy2020","ssb","1",138925.110708414
2007,"Fmsy2020","ssb","1",140018.260463428
2008,"Fmsy2020","ssb","1",153557.631156927
2009,"Fmsy2020","ssb","1",149803.896843249
2010,"Fmsy2020","ssb","1",149332.34291046
2011,"Fmsy2020","ssb","1",160079.270981157
2012,"Fmsy2020","ssb","1",162040.410929903
2013,"Fmsy2020","ssb","1",182174.648149831
2014,"Fmsy2020","ssb","1",199817.747854395
2015,"Fmsy2020","ssb","1",173379.688708811
2016,"Fmsy2020","ssb","1",163354.807719713
2017,"Fmsy2020","ssb","1",175360.156252189
2018,"Fmsy2020","ssb","1",187097.184769386
2019,"Fmsy2020","ssb","1",216423.210655378
2020,"Fmsy2020","ssb","1",252323.664716701
2021,"Fmsy2020","ssb","1",312222.087721873
2022,"Fmsy2020","ssb","1",380394.292252164
2023,"Fmsy2020","ssb","1",461848.721690663
2024,"Fmsy2020","ssb","1",487172.460897842
2025,"Fmsy2020","ssb","1",495483.250866091
2026,"Fmsy2020","ssb","1",487665.07483618
2027,"Fmsy2020","ssb","1",465438.3915304
2028,"Fmsy2020","ssb","1",432451.704654121
2029,"Fmsy2020","ssb","1",405028.215764606
2030,"Fmsy2020","ssb","1",396008.803650331
2031,"Fmsy2020","ssb","1",380603.518149353
2032,"Fmsy2020","ssb","1",374593.557436967
2033,"Fmsy2020","ssb","1",370484.930575508
2034,"Fmsy2020","ssb","1",373187.684702016
2035,"Fmsy2020","ssb","1",371572.036537908
1975,"Fmsy2020","catch","1",33887.17076
1976,"Fmsy2020","catch","1",46985.34951
1977,"Fmsy2020","catch","1",54576.48329
1978,"Fmsy2020","catch","1",44820.34257
1979,"Fmsy2020","catch","1",41362.20957
1980,"Fmsy2020","catch","1",48593.03983
1981,"Fmsy2020","catch","1",93559.14384
1982,"Fmsy2020","catch","1",84687.75543
1983,"Fmsy2020","catch","1",83926.9287
1984,"Fmsy2020","catch","1",92723.70925
1985,"Fmsy2020","catch","1",75520.79521
1986,"Fmsy2020","catch","1",79547.10662
1987,"Fmsy2020","catch","1",73428.22243
1988,"Fmsy2020","catch","1",68191.01985
1989,"Fmsy2020","catch","1",71097.69552
1990,"Fmsy2020","catch","1",61881.51723
1991,"Fmsy2020","catch","1",54138.19362
1992,"Fmsy2020","catch","1",40049.74245
1993,"Fmsy2020","catch","1",45885.19472
1994,"Fmsy2020","catch","1",39142.88424
1995,"Fmsy2020","catch","1",41128.88723
1996,"Fmsy2020","catch","1",44309.77398
1997,"Fmsy2020","catch","1",38522.33936
1998,"Fmsy2020","catch","1",36138.84419
1999,"Fmsy2020","catch","1",27949.14912
2000,"Fmsy2020","catch","1",26107.09943
2001,"Fmsy2020","catch","1",24138.39253
2002,"Fmsy2020","catch","1",24100.78598
2003,"Fmsy2020","catch","1",21620.4976
2004,"Fmsy2020","catch","1",26929.89563
2005,"Fmsy2020","catch","1",20906.72463
2006,"Fmsy2020","catch","1",20475.45238
2007,"Fmsy2020","catch","1",21984.36186
2008,"Fmsy2020","catch","1",27583.67457
2009,"Fmsy2020","catch","1",34163.69678
2010,"Fmsy2020","catch","1",34213.8274
2011,"Fmsy2020","catch","1",54816.06731
2012,"Fmsy2020","catch","1",58732.69835
2013,"Fmsy2020","catch","1",71643.24716
2014,"Fmsy2020","catch","1",82538.66228
2015,"Fmsy2020","catch","1",78012.42535
2016,"Fmsy2020","catch","1",79405.17798
2017,"Fmsy2020","catch","1",82538.66228
2018,"Fmsy2020","catch","1",58357.4040893617
2019,"Fmsy2020","catch","1",58618.4990702004
2020,"Fmsy2020","catch","1",39221.2104881091
2021,"Fmsy2020","catch","1",46321.4708095233
2022,"Fmsy2020","catch","1",45754.0025313067
2023,"Fmsy2020","catch","1",57286.3685925996
2024,"Fmsy2020","catch","1",68815.0728943808
2025,"Fmsy2020","catch","1",84658.150357058
2026,"Fmsy2020","catch","1",99140.8849150941
2027,"Fmsy2020","catch","1",109304.041338075
2028,"Fmsy2020","catch","1",115152.842778117
2029,"Fmsy2020","catch","1",112733.260729161
2030,"Fmsy2020","catch","1",106006.493145148
2031,"Fmsy2020","catch","1",97197.804351709
2032,"Fmsy2020","catch","1",90860.950131107
2033,"Fmsy2020","catch","1",88977.0587418415
2034,"Fmsy2020","catch","1",86714.1332625699
2035,"Fmsy2020","catch","1",82661.6239960717
1975,"Fmsy2020","fbar","1",0.089066749692643
1976,"Fmsy2020","fbar","1",0.11247533597444
1977,"Fmsy2020","fbar","1",0.125970218638729
1978,"Fmsy2020","fbar","1",0.110208989179189
1979,"Fmsy2020","fbar","1",0.0991079806199135
1980,"Fmsy2020","fbar","1",0.116021574889724
1981,"Fmsy2020","fbar","1",0.219142575450221
1982,"Fmsy2020","fbar","1",0.202425996756105
1983,"Fmsy2020","fbar","1",0.194917589634262
1984,"Fmsy2020","fbar","1",0.20532105221692
1985,"Fmsy2020","fbar","1",0.178654776108418
1986,"Fmsy2020","fbar","1",0.211158007294972
1987,"Fmsy2020","fbar","1",0.248517058157315
1988,"Fmsy2020","fbar","1",0.26925042228766
1989,"Fmsy2020","fbar","1",0.296541817029513
1990,"Fmsy2020","fbar","1",0.246062681769274
1991,"Fmsy2020","fbar","1",0.210937970802337
1992,"Fmsy2020","fbar","1",0.150182140200628
1993,"Fmsy2020","fbar","1",0.169210048856101
1994,"Fmsy2020","fbar","1",0.148531700341622
1995,"Fmsy2020","fbar","1",0.167622141408606
1996,"Fmsy2020","fbar","1",0.229781355111393
1997,"Fmsy2020","fbar","1",0.240396621191756
1998,"Fmsy2020","fbar","1",0.28843964536043
1999,"Fmsy2020","fbar","1",0.308538776089787
2000,"Fmsy2020","fbar","1",0.40799801298956
2001,"Fmsy2020","fbar","1",0.440369174945314
2002,"Fmsy2020","fbar","1",0.44460335525547
2003,"Fmsy2020","fbar","1",0.388173829405074
2004,"Fmsy2020","fbar","1",0.406829620504929
2005,"Fmsy2020","fbar","1",0.351361139476734
2006,"Fmsy2020","fbar","1",0.338067739334404
2007,"Fmsy2020","fbar","1",0.333980211037222
2008,"Fmsy2020","fbar","1",0.362678833231753
2009,"Fmsy2020","fbar","1",0.571564351554288
2010,"Fmsy2020","fbar","1",0.506775293287497
2011,"Fmsy2020","fbar","1",0.907552882954893
2012,"Fmsy2020","fbar","1",1.0108916004385
2013,"Fmsy2020","fbar","1",1.17261765160721
2014,"Fmsy2020","fbar","1",1.6916523680244
2015,"Fmsy2020","fbar","1",1.42753062841099
2016,"Fmsy2020","fbar","1",1.37907351080522
2017,"Fmsy2020","fbar","1",1.61571449167521
2018,"Fmsy2020","fbar","1",0.948930100667594
2019,"Fmsy2020","fbar","1",0.740648051081506
2020,"Fmsy2020","fbar","1",0.362509487215056
2021,"Fmsy2020","fbar","1",0.317006986761179
2022,"Fmsy2020","fbar","1",0.252161982158124
2023,"Fmsy2020","fbar","1",0.2642043993417
2024,"Fmsy2020","fbar","1",0.292757779584365
2025,"Fmsy2020","fbar","1",0.358889076687908
2026,"Fmsy2020","fbar","1",0.433333010629183
2027,"Fmsy2020","fbar","1",0.5169089132245
2028,"Fmsy2020","fbar","1",0.587603221271105
2029,"Fmsy2020","fbar","1",0.671087469554281
2030,"Fmsy2020","fbar","1",0.68401692253671
2031,"Fmsy2020","fbar","1",0.646473312547544
2032,"Fmsy2020","fbar","1",0.626459532962313
2033,"Fmsy2020","fbar","1",0.593030513633723
2034,"Fmsy2020","fbar","1",0.576791458408953
2035,"Fmsy2020","fbar","1",0.565551607529649
1975,"Fmsy2025","ssb","1",551906.214637453
1976,"Fmsy2025","ssb","1",594705.773817566
1977,"Fmsy2025","ssb","1",615601.482745018
1978,"Fmsy2025","ssb","1",568344.502742609
1979,"Fmsy2025","ssb","1",577306.977943525
1980,"Fmsy2025","ssb","1",614257.347045892
1981,"Fmsy2025","ssb","1",722081.993900675
1982,"Fmsy2025","ssb","1",710375.141487498
1983,"Fmsy2025","ssb","1",697935.827563259
1984,"Fmsy2025","ssb","1",684056.311560085
1985,"Fmsy2025","ssb","1",577765.324066635
1986,"Fmsy2025","ssb","1",517361.612339101
1987,"Fmsy2025","ssb","1",465221.771129598
1988,"Fmsy2025","ssb","1",468655.265326118
1989,"Fmsy2025","ssb","1",479848.68889487
1990,"Fmsy2025","ssb","1",463726.52945863
1991,"Fmsy2025","ssb","1",433098.041869577
1992,"Fmsy2025","ssb","1",400370.467991804
1993,"Fmsy2025","ssb","1",405767.63959625
1994,"Fmsy2025","ssb","1",364120.799531209
1995,"Fmsy2025","ssb","1",313245.212874014
1996,"Fmsy2025","ssb","1",276646.552396922
1997,"Fmsy2025","ssb","1",244492.681502032
1998,"Fmsy2025","ssb","1",189732.070854806
1999,"Fmsy2025","ssb","1",169476.917645364
2000,"Fmsy2025","ssb","1",132945.636080592
2001,"Fmsy2025","ssb","1",124708.773241012
